REPORTING YEAR	TITLE OF CERTIFYING OFFICIAL	NAME OF CERTIFYING OFFICIAL	TRIFID	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	MAILING NAME	MAILING STREET	MAILING CITY	MAILING STATE	MAILING PROVINCE	MAILING ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PUBLIC CONTACT NAME	PUBLIC CONTACT PHONE	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	10-18-2012	
2011	CHIEF EXECUTIVE OFFICER	KIM VANDERMEULEN	04364LTRNT3BSUM	ALTERNATIVE MANUFACTURING INC	30 SUMMER ST SUITE B	WINTHROP	KENNEBEC	ME	04364	ALTERNATIVE MANUFACTURING INC	30 SUMMER ST SUITE B	WINTHROP	ME		04364	YES	NO	NO	NO	KIM VANDERMEULEN	2073779377	3672							334418						44.30881	-69.974975	168543952								ELECTRONIC SERVICES CORP OF AMERICA	168543952	NO	KVANDERMEULEN@ALTMFG.COM	
2011	ENVIRONMENTAL MANAGER	SCOTT REED	04276BSCSCROUTE	RUMFORD PAPER CO	35 HARTFORD ST	RUMFORD	OXFORD	ME	04276	RUMFORD PAPER CO	35 HARTFORD ST	RUMFORD	ME		04276	YES	NO	NO	NO	ANTHONY LYONS	2073692615	2621	2611						322121	322110					44.549805	-70.543493	001095014								NEWPAGE CORP	197533446	NO	ANTHONY.J.LYONS@NEWPAGECORP.COM	
2011	ENVIRONMENTAL MANAGER	SCOTT REED	04276BSCSCROUTE	RUMFORD PAPER CO	35 HARTFORD ST	RUMFORD	OXFORD	ME	04276	RUMFORD PAPER CO	35 HARTFORD ST	RUMFORD	ME		04276	YES	NO	NO	NO	ANTHONY LYONS	2073692615	2621	2611						322121	322110					44.549805	-70.543493	001095014								NEWPAGE CORP	197533446	NO	ANTHONY.J.LYONS@NEWPAGECORP.COM	
2011	ENVIRONMENTAL MANAGER	SCOTT REED	04276BSCSCROUTE	RUMFORD PAPER CO	35 HARTFORD ST	RUMFORD	OXFORD	ME	04276	RUMFORD PAPER CO	35 HARTFORD ST	RUMFORD	ME		04276	YES	NO	NO	NO	ANTHONY LYONS	2073692615	2621	2611						322121	322110					44.549805	-70.543493	001095014								NEWPAGE CORP	197533446	NO	ANTHONY.J.LYONS@NEWPAGECORP.COM	
2011	ENVIRONMENTAL MANAGER	SCOTT REED	04276BSCSCROUTE	RUMFORD PAPER CO	35 HARTFORD ST	RUMFORD	OXFORD	ME	04276	RUMFORD PAPER CO	35 HARTFORD ST	RUMFORD	ME		04276	YES	NO	NO	NO	ANTHONY LYONS	2073692615	2621	2611						322121	322110					44.549805	-70.543493	001095014								NEWPAGE CORP	197533446	NO	ANTHONY.J.LYONS@NEWPAGECORP.COM	
2011	ENVIRONMENTAL MANAGER	SCOTT REED	04276BSCSCROUTE	RUMFORD PAPER CO	35 HARTFORD ST	RUMFORD	OXFORD	ME	04276	RUMFORD PAPER CO	35 HARTFORD ST	RUMFORD	ME		04276	YES	NO	NO	NO	ANTHONY LYONS	2073692615	2621	2611						322121	322110					44.549805	-70.543493	001095014								NEWPAGE CORP	197533446	NO	ANTHONY.J.LYONS@NEWPAGECORP.COM	
2011	ENVIRONMENTAL MANAGER	SCOTT REED	04276BSCSCROUTE	RUMFORD PAPER CO	35 HARTFORD ST	RUMFORD	OXFORD	ME	04276	RUMFORD PAPER CO	35 HARTFORD ST	RUMFORD	ME		04276	YES	NO	NO	NO	ANTHONY LYONS	2073692615	2621	2611						322121	322110					44.549805	-70.543493	001095014								NEWPAGE CORP	197533446	NO	ANTHONY.J.LYONS@NEWPAGECORP.COM	
2011	ENVIRONMENTAL MANAGER	SCOTT REED	04276BSCSCROUTE	RUMFORD PAPER CO	35 HARTFORD ST	RUMFORD	OXFORD	ME	04276	RUMFORD PAPER CO	35 HARTFORD ST	RUMFORD	ME		04276	YES	NO	NO	NO	ANTHONY LYONS	2073692615	2621	2611						322121	322110					44.549805	-70.543493	001095014								NEWPAGE CORP	197533446	NO	ANTHONY.J.LYONS@NEWPAGECORP.COM	
2011	ENVIRONMENTAL MANAGER	SCOTT REED	04276BSCSCROUTE	RUMFORD PAPER CO	35 HARTFORD ST	RUMFORD	OXFORD	ME	04276	RUMFORD PAPER CO	35 HARTFORD ST	RUMFORD	ME		04276	YES	NO	NO	NO	ANTHONY LYONS	2073692615	2621	2611						322121	322110					44.549805	-70.543493	001095014								NEWPAGE CORP	197533446	NO	ANTHONY.J.LYONS@NEWPAGECORP.COM	
2011	PRESIDENT	JAMES DETERT	04578RYNLN11TWI	RYNEL INC	11 TWIN RIVERS DR	WISCASSET	LINCOLN	ME	04578	RYNEL INC	11 TWIN RIVERS DR	WISCASSET	ME		04578	YES	NO	NO	NO	JAMES DETERT	2078820200								325211						43.960012	-69.69595	077477412								RYNEL HOLDINGS INC		NO	DETERT@RYNEL.COM	
2011	MANAGING DIRECTOR	DONNA CASSESE	04092SDWRR89CUM	S D WARREN CO	89 CUMBERLAND ST	WESTBROOK	CUMBERLAND	ME	04098	S D WARREN CO	89 CUMBERLAND ST PO BOX 5000	WESTBROOK	ME		04098	YES	NO	NO	NO	THOMAS P. HOWARD	2078564286	2621							322121						43.688611	-70.338611	361706708								S D W HOLDINGS CORP	879301059	NO	TOM.HOWARD@SAPPI.COM	
2011	MANAGING DIRECTOR	DONNA CASSESE	04092SDWRR89CUM	S D WARREN CO	89 CUMBERLAND ST	WESTBROOK	CUMBERLAND	ME	04098	S D WARREN CO	89 CUMBERLAND ST PO BOX 5000	WESTBROOK	ME		04098	YES	NO	NO	NO	THOMAS P. HOWARD	2078564286	2621							322121						43.688611	-70.338611	361706708								S D W HOLDINGS CORP	879301059	NO	TOM.HOWARD@SAPPI.COM	
2011	MANAGING DIRECTOR	DONNA CASSESE	04092SDWRR89CUM	S D WARREN CO	89 CUMBERLAND ST	WESTBROOK	CUMBERLAND	ME	04098	S D WARREN CO	89 CUMBERLAND ST PO BOX 5000	WESTBROOK	ME		04098	YES	NO	NO	NO	THOMAS P. HOWARD	2078564286	2621							322121						43.688611	-70.338611	361706708								S D W HOLDINGS CORP	879301059	NO	TOM.HOWARD@SAPPI.COM	
2011	MANAGING DIRECTOR	DONNA CASSESE	04092SDWRR89CUM	S D WARREN CO	89 CUMBERLAND ST	WESTBROOK	CUMBERLAND	ME	04098	S D WARREN CO	89 CUMBERLAND ST PO BOX 5000	WESTBROOK	ME		04098	YES	NO	NO	NO	THOMAS P. HOWARD	2078564286	2621							322121						43.688611	-70.338611	361706708								S D W HOLDINGS CORP	879301059	NO	TOM.HOWARD@SAPPI.COM	
2011	MANAGING DIRECTOR	DONNA CASSESE	04092SDWRR89CUM	S D WARREN CO	89 CUMBERLAND ST	WESTBROOK	CUMBERLAND	ME	04098	S D WARREN CO	89 CUMBERLAND ST PO BOX 5000	WESTBROOK	ME		04098	YES	NO	NO	NO	THOMAS P. HOWARD	2078564286	2621							322121						43.688611	-70.338611	361706708								S D W HOLDINGS CORP	879301059	NO	TOM.HOWARD@SAPPI.COM	
2011	MANAGING DIRECTOR	DONNA CASSESE	04092SDWRR89CUM	S D WARREN CO	89 CUMBERLAND ST	WESTBROOK	CUMBERLAND	ME	04098	S D WARREN CO	89 CUMBERLAND ST PO BOX 5000	WESTBROOK	ME		04098	YES	NO	NO	NO	THOMAS P. HOWARD	2078564286	2621							322121						43.688611	-70.338611	361706708								S D W HOLDINGS CORP	879301059	NO	TOM.HOWARD@SAPPI.COM	
2011	MANAGING DIRECTOR	DONNA CASSESE	04092SDWRR89CUM	S D WARREN CO	89 CUMBERLAND ST	WESTBROOK	CUMBERLAND	ME	04098	S D WARREN CO	89 CUMBERLAND ST PO BOX 5000	WESTBROOK	ME		04098	YES	NO	NO	NO	THOMAS P. HOWARD	2078564286	2621							322121						43.688611	-70.338611	361706708								S D W HOLDINGS CORP	879301059	NO	TOM.HOWARD@SAPPI.COM	
2011	MANAGING DIRECTOR	DONNA CASSESE	04092SDWRR89CUM	S D WARREN CO	89 CUMBERLAND ST	WESTBROOK	CUMBERLAND	ME	04098	S D WARREN CO	89 CUMBERLAND ST PO BOX 5000	WESTBROOK	ME		04098	YES	NO	NO	NO	THOMAS P. HOWARD	2078564286	2621							322121						43.688611	-70.338611	361706708								S D W HOLDINGS CORP	879301059	NO	TOM.HOWARD@SAPPI.COM	
2011	MANAGING DIRECTOR	DONNA CASSESE	04092SDWRR89CUM	S D WARREN CO	89 CUMBERLAND ST	WESTBROOK	CUMBERLAND	ME	04098	S D WARREN CO	89 CUMBERLAND ST PO BOX 5000	WESTBROOK	ME		04098	YES	NO	NO	NO	THOMAS P. HOWARD	2078564286	2621							322121						43.688611	-70.338611	361706708								S D W HOLDINGS CORP	879301059	NO	TOM.HOWARD@SAPPI.COM	
2011	MANAGING DIRECTOR	DONNA CASSESE	04092SDWRR89CUM	S D WARREN CO	89 CUMBERLAND ST	WESTBROOK	CUMBERLAND	ME	04098	S D WARREN CO	89 CUMBERLAND ST PO BOX 5000	WESTBROOK	ME		04098	YES	NO	NO	NO	THOMAS P. HOWARD	2078564286	2621							322121						43.688611	-70.338611	361706708								S D W HOLDINGS CORP	879301059	NO	TOM.HOWARD@SAPPI.COM	
2011	CHIEF OPERATING OFFICER	AARON CRAWFORD	04071SBRYCHAWTH	SABRE CORP	12 HAWTHORNE RD	RAYMOND	CUMBERLAND	ME	04071	SABRE CORP	PO BOX 134	SOUTH CASCO	ME		04077	YES	NO	NO	NO	AARON CRAWFORD	2076553831	3732							336612						43.91036	-70.50654	786752063								SABRE CORP		NO	AARON@SABREYACHTS.COM	
2011	ENVIRONMENTAL MANAGER	THOMAS GRIFFIN	04976SDWRRRFD3U	SD WARREN CO	1329 WATERVILLE RD	SKOWHEGAN	SOMERSET	ME	04976	SD WARREN CO	1329 WATERVILLE RD	SKOWHEGAN	ME		04976	YES	NO	NO	NO	MARK HITTIE	6174235415	2621	2611						322121	322110					44.699444	-69.647222	361706708								SDW HOLDINGS CORP	879301059	NO	MARK.HITTIE@SAPPI.COM	
2011	ENVIRONMENTAL MANAGER	THOMAS GRIFFIN	04976SDWRRRFD3U	SD WARREN CO	1329 WATERVILLE RD	SKOWHEGAN	SOMERSET	ME	04976	SD WARREN CO	1329 WATERVILLE RD	SKOWHEGAN	ME		04976	YES	NO	NO	NO	MARK HITTIE	6174235415	2621	2611						322121	322110					44.699444	-69.647222	361706708								SDW HOLDINGS CORP	879301059	NO	MARK.HITTIE@SAPPI.COM	
2011	ENVIRONMENTAL MANAGER	THOMAS GRIFFIN	04976SDWRRRFD3U	SD WARREN CO	1329 WATERVILLE RD	SKOWHEGAN	SOMERSET	ME	04976	SD WARREN CO	1329 WATERVILLE RD	SKOWHEGAN	ME		04976	YES	NO	NO	NO	MARK HITTIE	6174235415	2621	2611						322121	322110					44.699444	-69.647222	361706708								SDW HOLDINGS CORP	879301059	NO	MARK.HITTIE@SAPPI.COM	
2011	ENVIRONMENTAL MANAGER	THOMAS GRIFFIN	04976SDWRRRFD3U	SD WARREN CO	1329 WATERVILLE RD	SKOWHEGAN	SOMERSET	ME	04976	SD WARREN CO	1329 WATERVILLE RD	SKOWHEGAN	ME		04976	YES	NO	NO	NO	MARK HITTIE	6174235415	2621	2611						322121	322110					44.699444	-69.647222	361706708								SDW HOLDINGS CORP	879301059	NO	MARK.HITTIE@SAPPI.COM	
2011	ENVIRONMENTAL MANAGER	THOMAS GRIFFIN	04976SDWRRRFD3U	SD WARREN CO	1329 WATERVILLE RD	SKOWHEGAN	SOMERSET	ME	04976	SD WARREN CO	1329 WATERVILLE RD	SKOWHEGAN	ME		04976	YES	NO	NO	NO	MARK HITTIE	6174235415	2621	2611						322121	322110					44.699444	-69.647222	361706708								SDW HOLDINGS CORP	879301059	NO	MARK.HITTIE@SAPPI.COM	
2011	ENVIRONMENTAL MANAGER	THOMAS GRIFFIN	04976SDWRRRFD3U	SD WARREN CO	1329 WATERVILLE RD	SKOWHEGAN	SOMERSET	ME	04976	SD WARREN CO	1329 WATERVILLE RD	SKOWHEGAN	ME		04976	YES	NO	NO	NO	MARK HITTIE	6174235415	2621	2611						322121	322110					44.699444	-69.647222	361706708								SDW HOLDINGS CORP	879301059	NO	MARK.HITTIE@SAPPI.COM	
2011	ENVIRONMENTAL MANAGER	THOMAS GRIFFIN	04976SDWRRRFD3U	SD WARREN CO	1329 WATERVILLE RD	SKOWHEGAN	SOMERSET	ME	04976	SD WARREN CO	1329 WATERVILLE RD	SKOWHEGAN	ME		04976	YES	NO	NO	NO	MARK HITTIE	6174235415	2621	2611						322121	322110					44.699444	-69.647222	361706708								SDW HOLDINGS CORP	879301059	NO	MARK.HITTIE@SAPPI.COM	
2011	ENVIRONMENTAL MANAGER	THOMAS GRIFFIN	04976SDWRRRFD3U	SD WARREN CO	1329 WATERVILLE RD	SKOWHEGAN	SOMERSET	ME	04976	SD WARREN CO	1329 WATERVILLE RD	SKOWHEGAN	ME		04976	YES	NO	NO	NO	MARK HITTIE	6174235415	2621	2611						322121	322110					44.699444	-69.647222	361706708								SDW HOLDINGS CORP	879301059	NO	MARK.HITTIE@SAPPI.COM	
2011	ENVIRONMENTAL MANAGER	THOMAS GRIFFIN	04976SDWRRRFD3U	SD WARREN CO	1329 WATERVILLE RD	SKOWHEGAN	SOMERSET	ME	04976	SD WARREN CO	1329 WATERVILLE RD	SKOWHEGAN	ME		04976	YES	NO	NO	NO	MARK HITTIE	6174235415	2621	2611						322121	322110					44.699444	-69.647222	361706708								SDW HOLDINGS CORP	879301059	NO	MARK.HITTIE@SAPPI.COM	
2011	ENVIRONMENTAL MANAGER	THOMAS GRIFFIN	04976SDWRRRFD3U	SD WARREN CO	1329 WATERVILLE RD	SKOWHEGAN	SOMERSET	ME	04976	SD WARREN CO	1329 WATERVILLE RD	SKOWHEGAN	ME		04976	YES	NO	NO	NO	MARK HITTIE	6174235415	2621	2611						322121	322110					44.699444	-69.647222	361706708								SDW HOLDINGS CORP	879301059	NO	MARK.HITTIE@SAPPI.COM	
2011	ENVIRONMENTAL MANAGER	THOMAS GRIFFIN	04976SDWRRRFD3U	SD WARREN CO	1329 WATERVILLE RD	SKOWHEGAN	SOMERSET	ME	04976	SD WARREN CO	1329 WATERVILLE RD	SKOWHEGAN	ME		04976	YES	NO	NO	NO	MARK HITTIE	6174235415	2621	2611						322121	322110					44.699444	-69.647222	361706708								SDW HOLDINGS CORP	879301059	NO	MARK.HITTIE@SAPPI.COM	
2011	ENVIRONMENTAL MANAGER	THOMAS GRIFFIN	04976SDWRRRFD3U	SD WARREN CO	1329 WATERVILLE RD	SKOWHEGAN	SOMERSET	ME	04976	SD WARREN CO	1329 WATERVILLE RD	SKOWHEGAN	ME		04976	YES	NO	NO	NO	MARK HITTIE	6174235415	2621	2611						322121	322110					44.699444	-69.647222	361706708								SDW HOLDINGS CORP	879301059	NO	MARK.HITTIE@SAPPI.COM	
2011	ENVIRONMENTAL MANAGER	THOMAS GRIFFIN	04976SDWRRRFD3U	SD WARREN CO	1329 WATERVILLE RD	SKOWHEGAN	SOMERSET	ME	04976	SD WARREN CO	1329 WATERVILLE RD	SKOWHEGAN	ME		04976	YES	NO	NO	NO	MARK HITTIE	6174235415	2621	2611						322121	322110					44.699444	-69.647222	361706708								SDW HOLDINGS CORP	879301059	NO	MARK.HITTIE@SAPPI.COM	
2011	ENVIRONMENTAL MANAGER	THOMAS GRIFFIN	04976SDWRRRFD3U	SD WARREN CO	1329 WATERVILLE RD	SKOWHEGAN	SOMERSET	ME	04976	SD WARREN CO	1329 WATERVILLE RD	SKOWHEGAN	ME		04976	YES	NO	NO	NO	MARK HITTIE	6174235415	2621	2611						322121	322110					44.699444	-69.647222	361706708								SDW HOLDINGS CORP	879301059	NO	MARK.HITTIE@SAPPI.COM	
2011	ENVIRONMENTAL MANAGER	THOMAS GRIFFIN	04976SDWRRRFD3U	SD WARREN CO	1329 WATERVILLE RD	SKOWHEGAN	SOMERSET	ME	04976	SD WARREN CO	1329 WATERVILLE RD	SKOWHEGAN	ME		04976	YES	NO	NO	NO	MARK HITTIE	6174235415	2621	2611						322121	322110					44.699444	-69.647222	361706708								SDW HOLDINGS CORP	879301059	NO	MARK.HITTIE@SAPPI.COM	
2011	ENVIRONMENTAL MANAGER	THOMAS GRIFFIN	04976SDWRRRFD3U	SD WARREN CO	1329 WATERVILLE RD	SKOWHEGAN	SOMERSET	ME	04976	SD WARREN CO	1329 WATERVILLE RD	SKOWHEGAN	ME		04976	YES	NO	NO	NO	MARK HITTIE	6174235415	2621	2611						322121	322110					44.699444	-69.647222	361706708								SDW HOLDINGS CORP	879301059	NO	MARK.HITTIE@SAPPI.COM	
2011	ENVIRONMENTAL MANAGER	THOMAS GRIFFIN	04976SDWRRRFD3U	SD WARREN CO	1329 WATERVILLE RD	SKOWHEGAN	SOMERSET	ME	04976	SD WARREN CO	1329 WATERVILLE RD	SKOWHEGAN	ME		04976	YES	NO	NO	NO	MARK HITTIE	6174235415	2621	2611						322121	322110					44.699444	-69.647222	361706708								SDW HOLDINGS CORP	879301059	NO	MARK.HITTIE@SAPPI.COM	
2011	ENVIRONMENTAL MANAGER	THOMAS GRIFFIN	04976SDWRRRFD3U	SD WARREN CO	1329 WATERVILLE RD	SKOWHEGAN	SOMERSET	ME	04976	SD WARREN CO	1329 WATERVILLE RD	SKOWHEGAN	ME		04976	YES	NO	NO	NO	MARK HITTIE	6174235415	2621	2611						322121	322110					44.699444	-69.647222	361706708								SDW HOLDINGS CORP	879301059	NO	MARK.HITTIE@SAPPI.COM	
2011	ENVIRONMENTAL MANAGER	THOMAS GRIFFIN	04976SDWRRRFD3U	SD WARREN CO	1329 WATERVILLE RD	SKOWHEGAN	SOMERSET	ME	04976	SD WARREN CO	1329 WATERVILLE RD	SKOWHEGAN	ME		04976	YES	NO	NO	NO	MARK HITTIE	6174235415	2621	2611						322121	322110					44.699444	-69.647222	361706708								SDW HOLDINGS CORP	879301059	NO	MARK.HITTIE@SAPPI.COM	
2011	ENVIRONMENTAL MANAGER	THOMAS GRIFFIN	04976SDWRRRFD3U	SD WARREN CO	1329 WATERVILLE RD	SKOWHEGAN	SOMERSET	ME	04976	SD WARREN CO	1329 WATERVILLE RD	SKOWHEGAN	ME		04976	YES	NO	NO	NO	MARK HITTIE	6174235415	2621	2611						322121	322110					44.699444	-69.647222	361706708								SDW HOLDINGS CORP	879301059	NO	MARK.HITTIE@SAPPI.COM	
2011	ENVIRONMENTAL MANAGER	THOMAS GRIFFIN	04976SDWRRRFD3U	SD WARREN CO	1329 WATERVILLE RD	SKOWHEGAN	SOMERSET	ME	04976	SD WARREN CO	1329 WATERVILLE RD	SKOWHEGAN	ME		04976	YES	NO	NO	NO	MARK HITTIE	6174235415	2621	2611						322121	322110					44.699444	-69.647222	361706708								SDW HOLDINGS CORP	879301059	NO	MARK.HITTIE@SAPPI.COM	
2011	ENVIRONMENTAL MANAGER	THOMAS GRIFFIN	04976SDWRRRFD3U	SD WARREN CO	1329 WATERVILLE RD	SKOWHEGAN	SOMERSET	ME	04976	SD WARREN CO	1329 WATERVILLE RD	SKOWHEGAN	ME		04976	YES	NO	NO	NO	MARK HITTIE	6174235415	2621	2611						322121	322110					44.699444	-69.647222	361706708								SDW HOLDINGS CORP	879301059	NO	MARK.HITTIE@SAPPI.COM	
2011	PRESIDENT	PHILIP RIDLEY	04092SLVXN45THO	SILVEX INC	45 THOMAS DR	WESTBROOK	CUMBERLAND	ME	04092	SILVEX INC	45 THOMAS DR	WESTBROOK	ME		04092	YES	NO	NO	NO	PHILIP RIDLEY	2077610392	3471							332813						43.64894	-70.34687	053440319										NO	PHILRIDLEY@SILVEXINC.COM	
2011	PRESIDENT	PHILIP RIDLEY	04092SLVXN45THO	SILVEX INC	45 THOMAS DR	WESTBROOK	CUMBERLAND	ME	04092	SILVEX INC	45 THOMAS DR	WESTBROOK	ME		04092	YES	NO	NO	NO	PHILIP RIDLEY	2077610392	3471							332813						43.64894	-70.34687	053440319										NO	PHILRIDLEY@SILVEXINC.COM	
2011	PRESIDENT	PHILIP RIDLEY	04092SLVXN45THO	SILVEX INC	45 THOMAS DR	WESTBROOK	CUMBERLAND	ME	04092	SILVEX INC	45 THOMAS DR	WESTBROOK	ME		04092	YES	NO	NO	NO	PHILIP RIDLEY	2077610392	3471							332813						43.64894	-70.34687	053440319										NO	PHILRIDLEY@SILVEXINC.COM	
2011	PRESIDENT	PHILIP RIDLEY	04092SLVXN45THO	SILVEX INC	45 THOMAS DR	WESTBROOK	CUMBERLAND	ME	04092	SILVEX INC	45 THOMAS DR	WESTBROOK	ME		04092	YES	NO	NO	NO	PHILIP RIDLEY	2077610392	3471							332813						43.64894	-70.34687	053440319										NO	PHILRIDLEY@SILVEXINC.COM	
2011	PRESIDENT	PHILIP RIDLEY	04092SLVXN45THO	SILVEX INC	45 THOMAS DR	WESTBROOK	CUMBERLAND	ME	04092	SILVEX INC	45 THOMAS DR	WESTBROOK	ME		04092	YES	NO	NO	NO	PHILIP RIDLEY	2077610392	3471							332813						43.64894	-70.34687	053440319										NO	PHILRIDLEY@SILVEXINC.COM	
2011	PRESIDENT	PHILIP RIDLEY	04092SLVXN45THO	SILVEX INC	45 THOMAS DR	WESTBROOK	CUMBERLAND	ME	04092	SILVEX INC	45 THOMAS DR	WESTBROOK	ME		04092	YES	NO	NO	NO	PHILIP RIDLEY	2077610392	3471							332813						43.64894	-70.34687	053440319										NO	PHILRIDLEY@SILVEXINC.COM	
2011	DIRECTOR EHS		04730SMTHWAIRPO	SMITH & WESSON HOULTON MAINE	19 AVIATION DR	HOULTON	AROOSTOOK	ME	04730	SMITH & WESSON HOULTON MAINE	19 AVIATION DR	HOULTON	ME		04730	YES	NO	NO	NO	WILLIAM SERRA	4137473470	3484							332994						46.127107	-67.78355	148717655								SMITH & WESSON HOLDING CO		NO	BSERRA@SMITH-WESSON.COM	
2011	GLOBAL QA AND EH&S MANAGER	JASON BERGQUIST	04005SLRSL589EL	SOLERAS LTD	589 ELM ST	BIDDEFORD	YORK	ME	04005	SOLERAS LTD	589 ELM ST	BIDDEFORD	ME		04005	YES	NO	NO	NO	DEAN PLAISTED	2072825699								333999						43.466438	-70.487755	075407783										NO	DEAN@SOLERAS.COM	
2011	GLOBAL QA AND EH&S MANAGER	JASON BERGQUIST	04005SLRSL589EL	SOLERAS LTD	589 ELM ST	BIDDEFORD	YORK	ME	04005	SOLERAS LTD	589 ELM ST	BIDDEFORD	ME		04005	YES	NO	NO	NO	DEAN PLAISTED	2072825699								333999						43.466438	-70.487755	075407783										NO	DEAN@SOLERAS.COM	
2011	OPERATIONS MANAGER	RUSSELL KLASE	04107MBLLS170LI	SOUTH PORTLAND TERMINAL (SPTPM)	170 LINCOLN ST	SOUTH PORTLAND	CUMBERLAND	ME	04106	SOUTH PORTLAND TERMINAL (SPTPM)	170 LINCOLN ST	SOUTH PORTLAND	ME		04106	YES	NO	NO	NO	MARK BONENBERGER	6109044467	5171							424710						43.636389	-70.2825	602844706								BUCKEYE PARTNERS LP	112569892	NO	MBONENBERGER@BUCKEYE.COM	
2011	OPERATIONS MANAGER	RUSSELL KLASE	04107MBLLS170LI	SOUTH PORTLAND TERMINAL (SPTPM)	170 LINCOLN ST	SOUTH PORTLAND	CUMBERLAND	ME	04106	SOUTH PORTLAND TERMINAL (SPTPM)	170 LINCOLN ST	SOUTH PORTLAND	ME		04106	YES	NO	NO	NO	MARK BONENBERGER	6109044467	5171							424710						43.636389	-70.2825	602844706								BUCKEYE PARTNERS LP	112569892	NO	MBONENBERGER@BUCKEYE.COM	
2011	OPERATIONS MANAGER	RUSSELL KLASE	04107MBLLS170LI	SOUTH PORTLAND TERMINAL (SPTPM)	170 LINCOLN ST	SOUTH PORTLAND	CUMBERLAND	ME	04106	SOUTH PORTLAND TERMINAL (SPTPM)	170 LINCOLN ST	SOUTH PORTLAND	ME		04106	YES	NO	NO	NO	MARK BONENBERGER	6109044467	5171							424710						43.636389	-70.2825	602844706								BUCKEYE PARTNERS LP	112569892	NO	MBONENBERGER@BUCKEYE.COM	
2011	OPERATIONS MANAGER	RUSSELL KLASE	04107MBLLS170LI	SOUTH PORTLAND TERMINAL (SPTPM)	170 LINCOLN ST	SOUTH PORTLAND	CUMBERLAND	ME	04106	SOUTH PORTLAND TERMINAL (SPTPM)	170 LINCOLN ST	SOUTH PORTLAND	ME		04106	YES	NO	NO	NO	MARK BONENBERGER	6109044467	5171							424710						43.636389	-70.2825	602844706								BUCKEYE PARTNERS LP	112569892	NO	MBONENBERGER@BUCKEYE.COM	
2011	OPERATIONS MANAGER	RUSSELL KLASE	04107MBLLS170LI	SOUTH PORTLAND TERMINAL (SPTPM)	170 LINCOLN ST	SOUTH PORTLAND	CUMBERLAND	ME	04106	SOUTH PORTLAND TERMINAL (SPTPM)	170 LINCOLN ST	SOUTH PORTLAND	ME		04106	YES	NO	NO	NO	MARK BONENBERGER	6109044467	5171							424710						43.636389	-70.2825	602844706								BUCKEYE PARTNERS LP	112569892	NO	MBONENBERGER@BUCKEYE.COM	
2011	OPERATIONS MANAGER	RUSSELL KLASE	04107MBLLS170LI	SOUTH PORTLAND TERMINAL (SPTPM)	170 LINCOLN ST	SOUTH PORTLAND	CUMBERLAND	ME	04106	SOUTH PORTLAND TERMINAL (SPTPM)	170 LINCOLN ST	SOUTH PORTLAND	ME		04106	YES	NO	NO	NO	MARK BONENBERGER	6109044467	5171							424710						43.636389	-70.2825	602844706								BUCKEYE PARTNERS LP	112569892	NO	MBONENBERGER@BUCKEYE.COM	
2011	OPERATIONS MANAGER	RUSSELL KLASE	04107MBLLS170LI	SOUTH PORTLAND TERMINAL (SPTPM)	170 LINCOLN ST	SOUTH PORTLAND	CUMBERLAND	ME	04106	SOUTH PORTLAND TERMINAL (SPTPM)	170 LINCOLN ST	SOUTH PORTLAND	ME		04106	YES	NO	NO	NO	MARK BONENBERGER	6109044467	5171							424710						43.636389	-70.2825	602844706								BUCKEYE PARTNERS LP	112569892	NO	MBONENBERGER@BUCKEYE.COM	
2011	OPERATIONS MANAGER	RUSSELL KLASE	04107MBLLS170LI	SOUTH PORTLAND TERMINAL (SPTPM)	170 LINCOLN ST	SOUTH PORTLAND	CUMBERLAND	ME	04106	SOUTH PORTLAND TERMINAL (SPTPM)	170 LINCOLN ST	SOUTH PORTLAND	ME		04106	YES	NO	NO	NO	MARK BONENBERGER	6109044467	5171							424710						43.636389	-70.2825	602844706								BUCKEYE PARTNERS LP	112569892	NO	MBONENBERGER@BUCKEYE.COM	
2011	OPERATIONS MANAGER	RUSSELL KLASE	04107MBLLS170LI	SOUTH PORTLAND TERMINAL (SPTPM)	170 LINCOLN ST	SOUTH PORTLAND	CUMBERLAND	ME	04106	SOUTH PORTLAND TERMINAL (SPTPM)	170 LINCOLN ST	SOUTH PORTLAND	ME		04106	YES	NO	NO	NO	MARK BONENBERGER	6109044467	5171							424710						43.636389	-70.2825	602844706								BUCKEYE PARTNERS LP	112569892	NO	MBONENBERGER@BUCKEYE.COM	
